name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
117;0.01;True;TO;TO;0.01;False;0.15;False;0.11343618800000002;0.2;False;0.11548307899999999;TO;TO;0.41;False;TO;TO;0.06;False;0.04861854761838913
118;0.0;True;0.01;True;ERR;ERR;0.22;True;0.17207167;0.53;True;0.249302262;0.07;True;0.1;False;0.02;True;ERR;ERR;ERR
119;0.01;True;0.01;False;0.01;False;0.26;False;0.10178290599999998;1.01;False;0.13574584499999998;0.05;False;0.05;False;0.04;False;ERR;ERR;ERR
120;0.01;True;0.01;True;ERR;ERR;0.16;True;0.05254553000000001;1.22;True;0.08503490700000005;0.07;True;0.04;False;0.04;True;ERR;ERR;ERR
121;0.01;True;0.01;False;0.01;False;0.27;False;0.00027255900000000555;1.09;False;0.00031044599999996425;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
122;0.01;True;0.01;False;0.02;False;0.16;False;0.11944364500000001;0.18;False;0.141753372;0.07;False;0.07;False;0.04;False;ERR;ERR;ERR
123;ERR;ERR;0.0;True;ERR;ERR;0.06;False;0.025887446;0.07;False;0.039796875;0.05;True;0.03;False;0.04;True;ERR;ERR;ERR
124;0.01;True;0.0;True;ERR;ERR;0.06;True;0.030847553;0.09;True;0.047032336;0.05;True;0.04;False;0.04;True;ERR;ERR;ERR
125;0.01;True;0.01;True;ERR;ERR;0.14;False;0.10854609700000001;0.14;False;0.10959813700000001;0.07;True;0.07;False;0.04;True;ERR;ERR;ERR
126;0.01;True;0.01;True;ERR;ERR;0.12;True;0.040791268000000006;0.93;True;0.13946266399999996;0.07;True;0.04;False;0.03;True;0.02;False;0.0020597483962774277
127;0.01;True;0.01;True;ERR;ERR;0.15;True;0.05269328200000001;1.28;True;0.08231297199999998;0.06;True;0.04;False;0.04;True;0.01;False;0.0020766649395227432
128;0.01;True;0.01;False;0.01;False;0.04;False;5.115699999999612e-05;0.09;False;7.65749999999954e-05;0.05;False;0.04;False;0.05;False;ERR;ERR;ERR
129;0.01;True;0.01;True;ERR;ERR;0.15;True;0.04660050800000001;1.25;True;0.1676611589999999;0.05;True;0.03;False;0.04;True;ERR;ERR;ERR
130;0.01;True;0.01;True;ERR;ERR;0.2;True;0.05288216600000001;2.16;True;0.16130326500000014;0.07;True;0.02;False;0.04;True;0.02;False;0.011645227670669556
131;0.01;True;0.01;True;ERR;ERR;0.05;False;0.023453352999999996;0.04;False;0.026900066999999993;0.05;True;0.06;False;0.03;True;ERR;ERR;ERR
132;0.01;True;0.01;False;0.01;False;0.26;False;0.00027145699999997497;1.04;False;0.0003110070000000853;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
133;0.01;True;0.01;True;ERR;ERR;0.13;True;0.04077316099999999;1.1;True;0.241236295;0.07;True;0.03;False;0.03;True;ERR;ERR;ERR
134;0.01;True;0.01;True;ERR;ERR;0.17;True;0.05945127599999998;1.48;True;0.07924771099999983;0.06;True;0.04;False;0.03;True;ERR;ERR;ERR
135;0.01;True;0.01;True;ERR;ERR;0.07;True;0.033613594;0.14;True;0.11080567899999999;0.06;True;0.04;False;0.02;True;0.01;False;0.0019619017839431763
136;0.0;True;0.0;False;0.01;False;0.63;False;0.305722289;1.14;False;0.37032108099999994;0.05;False;0.07;False;0.05;False;0.04;False;0.03346331603825092
137;0.01;True;0.0;True;ERR;ERR;0.16;True;0.05776160999999999;1.26;True;0.15841754500000005;0.05;True;0.05;False;0.05;True;ERR;ERR;ERR
138;0.01;True;0.0;True;ERR;ERR;0.17;True;0.046210713000000014;1.82;True;0.07871457999999998;0.06;True;0.05;False;0.04;True;ERR;ERR;ERR
139;0.01;True;0.0;False;0.0;False;0.26;False;0.0002578570000000002;0.99;False;0.000326009000000016;0.06;False;0.04;False;0.04;False;0.05;False;0.0374356210231781
140;0.0;True;0.01;True;ERR;ERR;0.16;True;0.05779703300000001;1.18;True;0.1853084679999999;0.06;True;0.05;False;0.04;True;0.01;False;0.0017344076186418533
141;0.0;True;0.01;True;ERR;ERR;0.25;True;0.180077826;1.07;True;0.31466319;0.06;True;0.12;False;0.04;True;ERR;ERR;ERR
142;0.01;True;0.01;False;0.01;False;0.03;False;5.317000000000516e-05;0.1;False;7.456200000000024e-05;0.07;False;0.05;False;0.05;False;0.03;False;0.022365236654877663
143;0.01;True;0.0;True;ERR;ERR;0.07;False;0.03686787700000001;0.09;False;0.034804812;0.06;True;0.03;False;0.03;True;0.02;False;0.001875951886177063
144;0.01;True;0.01;True;ERR;ERR;0.18;True;0.06666424300000001;1.54;True;0.14629117300000005;0.07;True;0.03;False;0.04;True;ERR;ERR;ERR
